CT_crop_FAO_Food_Group_clean,diversification_spatial_temporal_theme,biomass_management_practice,nutrient_management_practice,soil_management_theme,active_groups,water_management_practice,impact,n,neg,pos
Cereals,C: Monoculture_vs_T: Intercropping,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management..diversification_spatial,NA,Product Yield,23,0.34782608695652173,0.6521739130434783
Cereals,C: Monoculture_vs_T: Intercropping,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..diversification_spatial..nutrient_management..soil_management,NA,Product Yield,8,0.75,0.25
Cereals,C: Monoculture_vs_T: Intercropping,C: Crop residues removed_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..diversification_spatial..nutrient_management..soil_management,NA,Product Yield,217,0.815668202764977,0.18433179723502305
Cereals,C: Monoculture_vs_T: Intercropping,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..diversification_spatial..soil_management,NA,Product Yield,1,0,1
Cereals,C: Monoculture_vs_T: Intercropping,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,NA,biomass_management..diversification_spatial,NA,Product Yield,4,0,1
Cereals,C: Monoculture_vs_T: Intercropping,C: Crop residues removed_vs_T: Organic mulch (unspecified),NA,NA,biomass_management..diversification_spatial,NA,Product Yield,11,0.45454545454545453,0.5454545454545454
Cereals,C: Monoculture_vs_T: Intercropping,C: Organic mulch (herbaceus)_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Conventional Tillage,biomass_management..diversification_spatial..nutrient_management..soil_management,NA,Product Yield,216,0.5694444444444444,0.4305555555555556
Cereals,C: Monoculture_vs_T: Intercropping,C: Organic mulch (herbaceus)_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Conventional Tillage,biomass_management..diversification_spatial..soil_management,NA,Non-Product Yield,3,0.6666666666666666,0.3333333333333333
Cereals,C: Monoculture_vs_T: Intercropping,C: Organic mulch (herbaceus)_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Conventional Tillage,biomass_management..diversification_spatial..soil_management,NA,Product Yield,3,0.6666666666666666,0.3333333333333333
Cereals,C: Monoculture_vs_T: Intercropping,C: Organic mulch (herbaceus)_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..diversification_spatial..soil_management,NA,Non-Product Yield,6,0.5,0.5
Cereals,C: Monoculture_vs_T: Intercropping,C: Organic mulch (herbaceus)_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..diversification_spatial..soil_management,NA,Product Yield,5,0.6,0.4
Cereals,C: Monoculture_vs_T: Intercropping,NA,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,diversification_spatial..nutrient_management,NA,Product Yield,83,0.6506024096385542,0.3493975903614458
Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,C: Zero Tillage_vs_T: Conventional Tillage,diversification_spatial..soil_management,NA,Product Yield,2,0,1
Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,diversification_spatial,NA,Emissions,9,0.8888888888888888,0.1111111111111111
Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,diversification_spatial,NA,Non-Product Yield,9,0.3333333333333333,0.6666666666666666
Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,diversification_spatial,NA,Pest & Pathogen,2,1,0
Cereals,C: Monoculture_vs_T: Intercropping,NA,NA,NA,diversification_spatial,NA,Product Yield,382,0.3507853403141361,0.6492146596858639
Cereals,C: Monoculture_vs_T: Intercropping + Green manure,NA,NA,NA,diversification_spatial,NA,Non-Product Yield,8,0.5,0.5
Cereals,C: Monoculture_vs_T: Intercropping + Green manure,NA,NA,NA,diversification_spatial,NA,Product Yield,52,0.28846153846153844,0.7115384615384616
Cereals,NA,C: Crop residues burnt_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Costs,2,1,0
Cereals,NA,C: Crop residues burnt_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Income,6,0.3333333333333333,0.6666666666666666
Cereals,NA,C: Crop residues burnt_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Labour,2,1,0
Cereals,NA,C: Crop residues burnt_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Non-Product Yield,2,0.5,0.5
Cereals,NA,C: Crop residues burnt_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Product Yield,2,0.5,0.5
Cereals,NA,C: Crop residues burnt_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..nutrient_management..soil_management,NA,Costs,2,1,0
Cereals,NA,C: Crop residues burnt_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..nutrient_management..soil_management,NA,Income,2,0.5,0.5
Cereals,NA,C: Crop residues burnt_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..nutrient_management..soil_management,NA,Labour,2,1,0
Cereals,NA,C: Crop residues burnt_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..nutrient_management..soil_management,NA,Non-Product Yield,2,0.5,0.5
Cereals,NA,C: Crop residues burnt_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..nutrient_management..soil_management,NA,Product Yield,2,0.5,0.5
Cereals,NA,C: Crop residues grazed_vs_T: Crop residues grazed,C: Inorganic and Organic Fertilizers_vs_T: Inorganic and Organic Fertilizers,NA,biomass_management..nutrient_management,NA,Product Yield,1,0,1
Cereals,NA,C: Crop residues grazed_vs_T: Crop residues grazed,C: Inorganic and Organic Fertilizers_vs_T: Inorganic and Organic Fertilizers,NA,biomass_management..nutrient_management,NA,Soil Quality,2,0,1
Cereals,NA,C: Crop residues grazed_vs_T: Crop residues grazed,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,3,0,1
Cereals,NA,C: Crop residues grazed_vs_T: Crop residues grazed,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Soil Quality,6,0.8333333333333334,0.16666666666666666
Cereals,NA,C: Crop residues grazed_vs_T: Crop residues grazed,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,biomass_management..nutrient_management,NA,Product Yield,1,0,1
Cereals,NA,C: Crop residues grazed_vs_T: Crop residues grazed,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,biomass_management..nutrient_management,NA,Soil Quality,2,0,1
Cereals,NA,C: Crop residues grazed_vs_T: Crop residues grazed,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,1,0,1
Cereals,NA,C: Crop residues grazed_vs_T: Crop residues grazed,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,biomass_management..nutrient_management,NA,Soil Quality,2,0,1
Cereals,NA,C: Crop residues grazed_vs_T: Crop residues incorporated,NA,NA,biomass_management,NA,Product Yield,6,0,1
Cereals,NA,C: Crop residues grazed_vs_T: Crop residues incorporated,NA,NA,biomass_management,NA,Soil Quality,12,0.25,0.75
Cereals,NA,C: Crop residues incorporated_vs_T: Crop residues incorporated,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Economic Performance,18,1,0
Cereals,NA,C: Crop residues incorporated_vs_T: Crop residues incorporated,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Labour,18,1,0
Cereals,NA,C: Crop residues incorporated_vs_T: Crop residues incorporated,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,129,0,1
Cereals,NA,C: Crop residues incorporated_vs_T: Crop residues incorporated,C: Organic Fertilizer_vs_T: Inorganic and Organic Fertilizers,NA,biomass_management..nutrient_management,NA,Product Yield,42,0.21428571428571427,0.7857142857142857
Cereals,NA,C: Crop residues incorporated_vs_T: Crop residues incorporated,NA,NA,biomass_management,NA,Product Yield,88,0.3522727272727273,0.6477272727272727
Cereals,NA,C: Crop residues incorporated_vs_T: Crop residues removed,C: Organic Fertilizer_vs_T: Inorganic and Organic Fertilizers,NA,biomass_management..nutrient_management,NA,Product Yield,42,0.5714285714285714,0.42857142857142855
Cereals,NA,C: Crop residues incorporated_vs_T: Crop residues removed,C: Organic Fertilizer_vs_T: Inorganic and Organic Fertilizers,NA,biomass_management..nutrient_management,NA,Soil Quality,12,0.16666666666666666,0.8333333333333334
Cereals,NA,C: Crop residues removed_vs_T: Crop residues incorporated,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,48,0.14583333333333334,0.8541666666666666
Cereals,NA,C: Crop residues removed_vs_T: Crop residues incorporated,NA,NA,biomass_management,NA,Efficiency,16,1,0
Cereals,NA,C: Crop residues removed_vs_T: Crop residues incorporated,NA,NA,biomass_management,NA,Product Yield,114,0.3508771929824561,0.6491228070175439
Cereals,NA,C: Crop residues removed_vs_T: Crop residues incorporated,NA,NA,biomass_management,NA,Soil Quality,32,0.46875,0.53125
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Conventional Tillage,biomass_management..nutrient_management..soil_management,NA,Product Yield,8,0.5,0.5
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Conventional Tillage,biomass_management..nutrient_management..soil_management,NA,Costs,2,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Conventional Tillage,biomass_management..nutrient_management..soil_management,NA,Income,4,0.25,0.75
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Conventional Tillage,biomass_management..nutrient_management..soil_management,NA,Product Yield,4,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Costs,2,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Income,4,0.25,0.75
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Product Yield,4,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Costs,3,0.6666666666666666,0.3333333333333333
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Income,6,0.3333333333333333,0.6666666666666666
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,36,0.4722222222222222,0.5277777777777778
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Soil Quality,6,1,0
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Inorganic and Organic Fertilizers,NA,biomass_management..nutrient_management,NA,Product Yield,6,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: Inorganic Fertilizer_vs_T: Organic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,2,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Biochar,NA,biomass_management..nutrient_management,NA,Product Yield,2,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Biochar + Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,2,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,43,0.09302325581395349,0.9069767441860465
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,C: Conventional Tillage_vs_T: Conventional Tillage,biomass_management..nutrient_management..soil_management,NA,Product Yield,30,0.1,0.9
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,biomass_management..nutrient_management,NA,Efficiency,16,1,0
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Inorganic and Organic Fertilizers,NA,biomass_management..nutrient_management,NA,Product Yield,32,0.0625,0.9375
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,C: No Fertilizers Applied_vs_T: Organic Fertilizer,NA,biomass_management..nutrient_management,NA,Product Yield,32,0.25,0.75
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,C: Conventional Tillage_vs_T: Reduced Tillage,biomass_management..soil_management,NA,Product Yield,8,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,C: Conventional Tillage_vs_T: Reduced Tillage,biomass_management..soil_management,NA,Soil Quality,4,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..soil_management,NA,Income,6,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..soil_management,NA,Non-Product Yield,3,0.3333333333333333,0.6666666666666666
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..soil_management,NA,Product Yield,9,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..soil_management,NA,Soil Quality,2,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,C: Zero Tillage_vs_T: Zero Tillage,biomass_management..soil_management,NA,Product Yield,12,0.75,0.25
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,C: Zero Tillage_vs_T: Zero Tillage,biomass_management..soil_management,NA,Soil Quality,12,0.25,0.75
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management,NA,Costs,4,0.5,0.5
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management,NA,Income,4,1,0
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management,NA,Labour,2,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues removed,NA,NA,biomass_management,NA,Product Yield,68,0.20588235294117646,0.7941176470588235
Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Product Yield,22,0.22727272727272727,0.7727272727272727
Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..nutrient_management..soil_management,NA,Product Yield,36,0.2777777777777778,0.7222222222222222
Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..nutrient_management..soil_management,NA,Soil Quality,130,0.43846153846153846,0.5615384615384615
Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Costs,2,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Income,4,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Zero Tillage_vs_T: Reduced Tillage,biomass_management..nutrient_management..soil_management,NA,Product Yield,4,0,1
Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,NA,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..soil_management,NA,Soil Quality,4,1,0
Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,NA,C: Zero Tillage_vs_T: Conventional Tillage,biomass_management..soil_management,NA,Product Yield,18,0.16666666666666666,0.8333333333333334
Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,NA,C: Zero Tillage_vs_T: Conventional Tillage,biomass_management..soil_management,NA,Soil Quality,18,0.9444444444444444,0.05555555555555555
Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,NA,C: Zero Tillage_vs_T: Reduced Tillage,biomass_management..soil_management,NA,Product Yield,18,0.2777777777777778,0.7222222222222222
Cereals,NA,C: Crop residues removed_vs_T: Crop residues retained,NA,C: Zero Tillage_vs_T: Reduced Tillage,biomass_management..soil_management,NA,Soil Quality,18,0.8333333333333334,0.16666666666666666
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..nutrient_management..soil_management,NA,Product Yield,218,0.7155963302752294,0.28440366972477066
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (herbaceus),C: Inorganic Fertilizer_vs_T: Inorganic Fertilizer,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..nutrient_management..soil_management,NA,Soil Quality,1,1,0
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Conventional Tillage,biomass_management..soil_management,NA,Product Yield,8,0.125,0.875
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Conventional Tillage,biomass_management..soil_management,NA,Soil Quality,4,0.75,0.25
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,C: Conventional Tillage_vs_T: Zero Tillage,biomass_management..soil_management,NA,Product Yield,2,0.5,0.5
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,NA,biomass_management,NA,Costs,9,1,0
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,NA,biomass_management,NA,Economic Performance,10,1,0
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,NA,biomass_management,NA,Income,9,0.2222222222222222,0.7777777777777778
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,NA,biomass_management,NA,Labour,9,1,0
Cereals,NA,C: Crop residues removed_vs_T: Organic mulch (herbaceus),NA,NA,biomass_management,NA,Product Yield,64,0.109375,0.890625
